job_id,job_title,category,company,location,experience_required,salary_range,description,required_skills,skill_count,source,date_collected,normalized_title,raw_skills,normalized_skills
JOB_0223,Frontend UI Developer,Frontend Developer,Launch Africa,"Kano, Nigeria",2-4 years,"₦12,000,000 - ₦18,000,000 per year","Launch Africa is seeking an experienced Frontend UI Developer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in React, Responsive Design, REST APIs, Webpack, Redux and 6 other technical skills
        • 2-4 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • ₦5,000,000 - ₦8,000,000 per year
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['React', 'Responsive Design', 'REST APIs', 'Webpack', 'Redux', 'Tailwind CSS', 'CSS3', 'HTML5', 'TypeScript', 'Problem Solving', 'Communication']",9,Generated Dataset,2026-05-05,Frontend Developer,"['React', 'Responsive Design', 'REST APIs', 'Webpack', 'Redux', 'Tailwind CSS', 'CSS3', 'HTML5', 'TypeScript', 'Problem Solving', 'Communication']","['React', 'Responsive Design', 'Rest Apis', 'Webpack', 'Redux', 'HTML/CSS', 'TypeScript', 'Problem Solving', 'Communication']"
JOB_0224,Python Developer,Software Developer,Google Nigeria,"Lagos, Nigeria",0-2 years,"₦5,000,000 - ₦8,000,000 per year","Job Title: Python Developer
        Location: Lagos, Nigeria (Hybrid)
        Company: Google Nigeria
        
        About the Role:
        We are looking for a talented Python Developer to help us build innovative products for the African market.
        
        Required Skills:
        • Git, Java, Data Structures, Object-Oriented Programming, SQL and 5 other technical skills
        
        Experience Required: 0-2 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Git', 'Java', 'Data Structures', 'Object-Oriented Programming', 'SQL', 'Python', 'REST APIs', 'JavaScript', 'Teamwork', 'Problem Solving']",10,Generated Dataset,2026-05-05,Python Developer,"['Git', 'Java', 'Data Structures', 'Object-Oriented Programming', 'SQL', 'Python', 'REST APIs', 'JavaScript', 'Teamwork', 'Problem Solving']","['Git', 'Java', 'Data Structures', 'Object-Oriented Programming', 'SQL', 'Python', 'Rest Apis', 'JavaScript', 'Teamwork', 'Problem Solving']"
JOB_0225,Interaction Designer,UI/UX Designer,MTN Nigeria,"Lagos, Nigeria",1-3 years,"₦5,000,000 - ₦8,000,000 per year","Job Title: Interaction Designer
        Location: Lagos, Nigeria (Hybrid)
        Company: MTN Nigeria
        
        About the Role:
        We are looking for a talented Interaction Designer to help us build innovative products for the African market.
        
        Required Skills:
        • Usability Testing, Prototyping, User Research, Visual Design, Design Systems and 4 other technical skills
        
        Experience Required: 1-3 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Usability Testing', 'Prototyping', 'User Research', 'Visual Design', 'Design Systems', 'Wireframing', 'Information Architecture', 'Teamwork', 'Communication']",9,Generated Dataset,2026-05-05,UI/UX Designer,"['Usability Testing', 'Prototyping', 'User Research', 'Visual Design', 'Design Systems', 'Wireframing', 'Information Architecture', 'Teamwork', 'Communication']","['Usability Testing', 'Prototyping', 'User Research', 'Visual Design', 'Design Systems', 'Wireframing', 'Information Architecture', 'Teamwork', 'Communication']"
JOB_0226,DBA,Database Admin,Cellulant,"Lagos, Nigeria",3-5 years,"₦12,000,000 - ₦18,000,000 per year","Job Title: DBA
        Location: Lagos, Nigeria (Hybrid)
        Company: Cellulant
        
        About the Role:
        We are looking for a talented DBA to help us build innovative products for the African market.
        
        Required Skills:
        • Database Design, Query Optimization, Performance Tuning, PostgreSQL, Backup Recovery and 6 other technical skills
        
        Experience Required: 3-5 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Database Design', 'Query Optimization', 'Performance Tuning', 'PostgreSQL', 'Backup Recovery', 'High Availability', 'MongoDB', 'SQL', 'MySQL', 'Teamwork', 'Communication']",10,Generated Dataset,2026-05-05,Database Administrator,"['Database Design', 'Query Optimization', 'Performance Tuning', 'PostgreSQL', 'Backup Recovery', 'High Availability', 'MongoDB', 'SQL', 'MySQL', 'Teamwork', 'Communication']","['Database Design', 'Query Optimization', 'Performance Tuning', 'PostgreSQL', 'Backup Recovery', 'Machine Learning', 'MongoDB', 'SQL', 'Teamwork', 'Communication']"
JOB_0227,Application Developer,Software Developer,First Bank,"Lagos, Nigeria",2-4 years,"₦5,000,000 - ₦8,000,000 per year","First Bank is seeking an experienced Application Developer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in Unit Testing, Object-Oriented Programming, Java, Python, JavaScript and 8 other technical skills
        • 2-4 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • Competitive salary based on experience
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['Unit Testing', 'Object-Oriented Programming', 'Java', 'Python', 'JavaScript', 'Algorithms', 'SQL', 'Debugging', 'Data Structures', 'Git', 'REST APIs', 'Communication', 'Problem Solving']",13,Generated Dataset,2026-05-05,Software Developer,"['Unit Testing', 'Object-Oriented Programming', 'Java', 'Python', 'JavaScript', 'Algorithms', 'SQL', 'Debugging', 'Data Structures', 'Git', 'REST APIs', 'Communication', 'Problem Solving']","['Unit Testing', 'Object-Oriented Programming', 'Java', 'Python', 'JavaScript', 'Algorithms', 'SQL', 'Debugging', 'Data Structures', 'Git', 'Rest Apis', 'Communication', 'Problem Solving']"
JOB_0228,API Developer,Backend Developer,Paga,"Enugu, Nigeria",0-2 years,"₦3,000,000 - ₦5,000,000 per year","Job Title: API Developer
        Location: Lagos, Nigeria (Hybrid)
        Company: Paga
        
        About the Role:
        We are looking for a talented API Developer to help us build innovative products for the African market.
        
        Required Skills:
        • Git, REST APIs, PostgreSQL, SQL, API Design and 8 other technical skills
        
        Experience Required: 0-2 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Git', 'REST APIs', 'PostgreSQL', 'SQL', 'API Design', 'Node.js', 'Docker', 'Django', 'MongoDB', 'Linux', 'Python', 'Problem Solving', 'Communication']",13,Generated Dataset,2026-05-05,Software Developer,"['Git', 'REST APIs', 'PostgreSQL', 'SQL', 'API Design', 'Node.js', 'Docker', 'Django', 'MongoDB', 'Linux', 'Python', 'Problem Solving', 'Communication']","['Git', 'Rest Apis', 'PostgreSQL', 'SQL', 'Api Design', 'Node.js', 'Docker', 'Django', 'MongoDB', 'Linux', 'Python', 'Problem Solving', 'Communication']"
JOB_0229,Site Reliability Engineer,DevOps Engineer,Access Bank,"Abuja, Nigeria",3-5 years,"₦12,000,000 - ₦18,000,000 per year","Job Title: Site Reliability Engineer
        Location: Lagos, Nigeria (Hybrid)
        Company: Access Bank
        
        About the Role:
        We are looking for a talented Site Reliability Engineer to help us build innovative products for the African market.
        
        Required Skills:
        • Ansible, Jenkins, Kubernetes, Bash, AWS and 5 other technical skills
        
        Experience Required: 3-5 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Ansible', 'Jenkins', 'Kubernetes', 'Bash', 'AWS', 'Prometheus', 'Grafana', 'Docker', 'Problem Solving', 'Communication']",10,Generated Dataset,2026-05-05,Software Developer,"['Ansible', 'Jenkins', 'Kubernetes', 'Bash', 'AWS', 'Prometheus', 'Grafana', 'Docker', 'Problem Solving', 'Communication']","['Ansible', 'Jenkins', 'Kubernetes', 'Bash', 'AWS', 'Prometheus', 'Grafana', 'Docker', 'Problem Solving', 'Communication']"
JOB_0230,Software Engineer,Software Developer,TeamApt,"Lagos, Nigeria",1-3 years,Competitive salary based on experience,"Job Title: Software Engineer
        Location: Lagos, Nigeria (Hybrid)
        Company: TeamApt
        
        About the Role:
        We are looking for a talented Software Engineer to help us build innovative products for the African market.
        
        Required Skills:
        • Python, JavaScript, REST APIs, Java, Debugging and 9 other technical skills
        
        Experience Required: 1-3 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Python', 'JavaScript', 'REST APIs', 'Java', 'Debugging', 'Data Structures', 'Algorithms', 'Object-Oriented Programming', 'Git', 'SQL', 'Unit Testing', 'Linux', 'Communication', 'Problem Solving']",14,Generated Dataset,2026-05-05,Software Developer,"['Python', 'JavaScript', 'REST APIs', 'Java', 'Debugging', 'Data Structures', 'Algorithms', 'Object-Oriented Programming', 'Git', 'SQL', 'Unit Testing', 'Linux', 'Communication', 'Problem Solving']","['Python', 'JavaScript', 'Rest Apis', 'Java', 'Debugging', 'Data Structures', 'Algorithms', 'Object-Oriented Programming', 'Git', 'SQL', 'Unit Testing', 'Linux', 'Communication', 'Problem Solving']"
JOB_0231,Cross-Platform Developer,Mobile Developer,Paga,"Lagos, Nigeria",5+ years,"₦12,000,000 - ₦18,000,000 per year","Job Title: Cross-Platform Developer
        Location: Lagos, Nigeria (Hybrid)
        Company: Paga
        
        About the Role:
        We are looking for a talented Cross-Platform Developer to help us build innovative products for the African market.
        
        Required Skills:
        • Mobile UI, iOS, Git, REST APIs, React Native and 4 other technical skills
        
        Experience Required: 5+ years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Mobile UI', 'iOS', 'Git', 'REST APIs', 'React Native', 'Android', 'Firebase', 'Problem Solving', 'Teamwork']",9,Generated Dataset,2026-05-05,Software Developer,"['Mobile UI', 'iOS', 'Git', 'REST APIs', 'React Native', 'Android', 'Firebase', 'Problem Solving', 'Teamwork']","['Mobile Ui', 'Ios', 'Git', 'Rest Apis', 'React Native', 'Android', 'Firebase', 'Problem Solving', 'Teamwork']"
JOB_0232,Java Developer,Software Developer,TalentQL,Remote (Nigeria),0-2 years,"₦8,000,000 - ₦12,000,000 per year","TalentQL is seeking an experienced Java Developer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in JavaScript, SQL, Unit Testing, Data Structures, Python and 6 other technical skills
        • 0-2 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • ₦5,000,000 - ₦8,000,000 per year
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['JavaScript', 'SQL', 'Unit Testing', 'Data Structures', 'Python', 'Linux', 'Java', 'Object-Oriented Programming', 'Debugging', 'Communication', 'Problem Solving']",11,Generated Dataset,2026-05-05,Java Developer,"['JavaScript', 'SQL', 'Unit Testing', 'Data Structures', 'Python', 'Linux', 'Java', 'Object-Oriented Programming', 'Debugging', 'Communication', 'Problem Solving']","['JavaScript', 'SQL', 'Unit Testing', 'Data Structures', 'Python', 'Linux', 'Java', 'Object-Oriented Programming', 'Debugging', 'Communication', 'Problem Solving']"
JOB_0233,Data Analyst,Data Analyst,Ingressive Capital,"Ibadan, Nigeria",0-2 years,"₦8,000,000 - ₦12,000,000 per year","Ingressive Capital is seeking an experienced Data Analyst to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in Looker, Data Cleaning, Business Intelligence, Statistics, Python and 7 other technical skills
        • 0-2 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • Competitive salary based on experience
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['Looker', 'Data Cleaning', 'Business Intelligence', 'Statistics', 'Python', 'Power BI', 'Tableau', 'Excel', 'Data Visualization', 'SQL', 'Teamwork', 'Problem Solving']",12,Generated Dataset,2026-05-05,Data Analyst,"['Looker', 'Data Cleaning', 'Business Intelligence', 'Statistics', 'Python', 'Power BI', 'Tableau', 'Excel', 'Data Visualization', 'SQL', 'Teamwork', 'Problem Solving']","['Looker', 'Data Cleaning', 'Business Intelligence', 'Statistics', 'Python', 'Power BI', 'Tableau', 'Excel', 'Data Visualization', 'SQL', 'Teamwork', 'Problem Solving']"
JOB_0234,Rust Developer,Software Developer,Interswitch,"Lagos, Nigeria",3-5 years,Competitive salary based on experience,"Job Title: Rust Developer
        Location: Lagos, Nigeria (Hybrid)
        Company: Interswitch
        
        About the Role:
        We are looking for a talented Rust Developer to help us build innovative products for the African market.
        
        Required Skills:
        • Object-Oriented Programming, Java, Git, Algorithms, SQL and 4 other technical skills
        
        Experience Required: 3-5 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Object-Oriented Programming', 'Java', 'Git', 'Algorithms', 'SQL', 'JavaScript', 'Data Structures', 'Communication', 'Problem Solving']",9,Generated Dataset,2026-05-05,Software Developer,"['Object-Oriented Programming', 'Java', 'Git', 'Algorithms', 'SQL', 'JavaScript', 'Data Structures', 'Communication', 'Problem Solving']","['Object-Oriented Programming', 'Java', 'Git', 'Algorithms', 'SQL', 'JavaScript', 'Data Structures', 'Communication', 'Problem Solving']"
JOB_0235,AWS Engineer,Cloud Engineer,KPMG Nigeria,"Ibadan, Nigeria",3-5 years,"₦3,000,000 - ₦5,000,000 per year","KPMG Nigeria is seeking an experienced AWS Engineer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in Azure, AWS, Networking, Terraform, CloudFormation and 7 other technical skills
        • 3-5 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • ₦5,000,000 - ₦8,000,000 per year
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['Azure', 'AWS', 'Networking', 'Terraform', 'CloudFormation', 'Docker', 'Kubernetes', 'Linux', 'CI/CD', 'Serverless', 'Teamwork', 'Communication']",12,Generated Dataset,2026-05-05,Software Developer,"['Azure', 'AWS', 'Networking', 'Terraform', 'CloudFormation', 'Docker', 'Kubernetes', 'Linux', 'CI/CD', 'Serverless', 'Teamwork', 'Communication']","['Azure', 'AWS', 'C#', 'Terraform', 'Cloudformation', 'Docker', 'Kubernetes', 'Linux', 'Ci/Cd', 'Serverless', 'Teamwork', 'Communication']"
JOB_0236,MEAN Stack Developer,Full Stack Developer,Sterling Bank,"Lagos, Nigeria",2-4 years,"₦5,000,000 - ₦8,000,000 per year","Job Title: MEAN Stack Developer
        Location: Lagos, Nigeria (Hybrid)
        Company: Sterling Bank
        
        About the Role:
        We are looking for a talented MEAN Stack Developer to help us build innovative products for the African market.
        
        Required Skills:
        • JavaScript, Node.js, TypeScript, MongoDB, REST APIs and 4 other technical skills
        
        Experience Required: 2-4 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['JavaScript', 'Node.js', 'TypeScript', 'MongoDB', 'REST APIs', 'React', 'Python', 'Problem Solving', 'Teamwork']",9,Generated Dataset,2026-05-05,Software Developer,"['JavaScript', 'Node.js', 'TypeScript', 'MongoDB', 'REST APIs', 'React', 'Python', 'Problem Solving', 'Teamwork']","['JavaScript', 'Node.js', 'TypeScript', 'MongoDB', 'Rest Apis', 'React', 'Python', 'Problem Solving', 'Teamwork']"
JOB_0237,React Developer,Frontend Developer,PwC Nigeria,Remote (Nigeria),1-3 years,"₦12,000,000 - ₦18,000,000 per year","PwC Nigeria is seeking an experienced React Developer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in HTML5, TypeScript, REST APIs, Responsive Design, React and 5 other technical skills
        • 1-3 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • ₦12,000,000 - ₦18,000,000 per year
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['HTML5', 'TypeScript', 'REST APIs', 'Responsive Design', 'React', 'CSS3', 'JavaScript', 'Webpack', 'Communication', 'Teamwork']",9,Generated Dataset,2026-05-05,React Developer,"['HTML5', 'TypeScript', 'REST APIs', 'Responsive Design', 'React', 'CSS3', 'JavaScript', 'Webpack', 'Communication', 'Teamwork']","['HTML/CSS', 'TypeScript', 'Rest Apis', 'Responsive Design', 'React', 'JavaScript', 'Webpack', 'Communication', 'Teamwork']"
JOB_0238,Go Developer,Software Developer,AltSchool Africa,Remote (Nigeria),1-3 years,Competitive salary based on experience,"Job Title: Go Developer
        Location: Lagos, Nigeria (Hybrid)
        Company: AltSchool Africa
        
        About the Role:
        We are looking for a talented Go Developer to help us build innovative products for the African market.
        
        Required Skills:
        • REST APIs, Data Structures, Unit Testing, Debugging, Git and 8 other technical skills
        
        Experience Required: 1-3 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['REST APIs', 'Data Structures', 'Unit Testing', 'Debugging', 'Git', 'JavaScript', 'SQL', 'Java', 'Linux', 'Algorithms', 'Python', 'Teamwork', 'Problem Solving']",13,Generated Dataset,2026-05-05,Software Developer,"['REST APIs', 'Data Structures', 'Unit Testing', 'Debugging', 'Git', 'JavaScript', 'SQL', 'Java', 'Linux', 'Algorithms', 'Python', 'Teamwork', 'Problem Solving']","['Rest Apis', 'Data Structures', 'Unit Testing', 'Debugging', 'Git', 'JavaScript', 'SQL', 'Java', 'Linux', 'Algorithms', 'Python', 'Teamwork', 'Problem Solving']"
JOB_0239,MERN Stack Developer,Full Stack Developer,Interswitch,"Lagos, Nigeria",3-5 years,Competitive salary based on experience,"Interswitch is seeking an experienced MERN Stack Developer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in Git, Docker, Node.js, SQL, REST APIs and 4 other technical skills
        • 3-5 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • Competitive salary based on experience
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['Git', 'Docker', 'Node.js', 'SQL', 'REST APIs', 'React', 'Python', 'Problem Solving', 'Communication']",9,Generated Dataset,2026-05-05,Software Developer,"['Git', 'Docker', 'Node.js', 'SQL', 'REST APIs', 'React', 'Python', 'Problem Solving', 'Communication']","['Git', 'Docker', 'Node.js', 'SQL', 'Rest Apis', 'React', 'Python', 'Problem Solving', 'Communication']"
JOB_0240,Interaction Designer,UI/UX Designer,Amazon Web Services,"Lagos, Nigeria",2-4 years,"₦8,000,000 - ₦12,000,000 per year","Job Title: Interaction Designer
        Location: Lagos, Nigeria (Hybrid)
        Company: Amazon Web Services
        
        About the Role:
        We are looking for a talented Interaction Designer to help us build innovative products for the African market.
        
        Required Skills:
        • Figma, Adobe XD, User Research, Information Architecture, Visual Design and 6 other technical skills
        
        Experience Required: 2-4 years
        
        What You'll Do:
        • Build scalable and reliable software solutions
        • Work with product managers and designers to define requirements
        • Write clean, maintainable, and well-documented code
        • Troubleshoot and debug production issues
        
        What We Offer:
        • ['₦3,000,000 - ₦5,000,000 per year', '₦5,000,000 - ₦8,000,000 per year', '₦8,000,000 - ₦12,000,000 per year', '₦12,000,000 - ₦18,000,000 per year', 'Competitive salary based on experience']
        • Health insurance
        • Learning and development opportunities
        • Modern office with great amenities","['Figma', 'Adobe XD', 'User Research', 'Information Architecture', 'Visual Design', 'Wireframing', 'Prototyping', 'Usability Testing', 'Design Systems', 'Teamwork', 'Communication']",11,Generated Dataset,2026-05-05,UI/UX Designer,"['Figma', 'Adobe XD', 'User Research', 'Information Architecture', 'Visual Design', 'Wireframing', 'Prototyping', 'Usability Testing', 'Design Systems', 'Teamwork', 'Communication']","['Figma', 'Adobe Xd', 'User Research', 'Information Architecture', 'Visual Design', 'Wireframing', 'Prototyping', 'Usability Testing', 'Design Systems', 'Teamwork', 'Communication']"
JOB_0241,Site Reliability Engineer,DevOps Engineer,Paga,"Lagos, Nigeria",2-4 years,"₦5,000,000 - ₦8,000,000 per year","Paga is seeking an experienced Site Reliability Engineer to join our growing technology team in Lagos, Nigeria.
        
        Requirements:
        • Strong proficiency in Prometheus, Linux, Git, Python, Ansible and 7 other technical skills
        • 2-4 years of relevant experience
        • Bachelor's degree in Computer Science, Engineering, or related field
        • Strong problem-solving and analytical skills
        • Excellent communication and collaboration abilities
        
        Responsibilities:
        • Design, develop, and maintain high-quality software solutions
        • Collaborate with cross-functional teams to deliver projects on time
        • Participate in code reviews and technical discussions
        • Mentor junior developers and contribute to team growth
        • Stay current with emerging technologies and best practices
        
        Benefits:
        • ₦3,000,000 - ₦5,000,000 per year
        • Health insurance and wellness benefits
        • Flexible work arrangements
        • Professional development budget
        • Annual team retreats and events","['Prometheus', 'Linux', 'Git', 'Python', 'Ansible', 'Jenkins', 'Kubernetes', 'Bash', 'CI/CD', 'AWS', 'Problem Solving', 'Teamwork']",12,Generated Dataset,2026-05-05,Software Developer,"['Prometheus', 'Linux', 'Git', 'Python', 'Ansible', 'Jenkins', 'Kubernetes', 'Bash', 'CI/CD', 'AWS', 'Problem Solving', 'Teamwork']","['Prometheus', 'Linux', 'Git', 'Python', 'Ansible', 'Jenkins', 'Kubernetes', 'Bash', 'Ci/Cd', 'AWS', 'Problem Solving', 'Teamwork']"
